"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"YOUTHSAT",37388,48,-21.44336003,-8.57867309,821.76,248.86,-43.57,49.98748637,-27.1170487,1629966609,FALSE
"SWAYAM",41607,47,47.36416902,17.93861355,487.08,315.5,-24.92,47.33824182,29.40630825,1629966611,FALSE
"CARTOSAT 2AT",29710,48,81.97273282,118.78783354,504.68,5.68,-30.03,353.89270738,42.12698437,1629966613,FALSE
"OCEANSAT 2",35931,48,57.38763378,-142.06584745,731.88,20.78,-46.37,345.09157272,23.39647868,1629966614,FALSE
"IRNSS-1A",39199,47,29.15346571,51.73207727,35812.47,300.54,58.29,148.81098694,30.69463622,1629966616,FALSE
"INS-1A",41949,47,33.22587631,-167.27752752,496.03,50.71,-47.93,328.75794889,10.41427256,1629966618,TRUE
"KALAMSAT-V2/PSLV",43948,48,-47.8904331,-97.06811006,459.84,185.92,-74.24,2.52099127,-33.192629,1629966619,TRUE
"CHINASAT 2E",49062,47,-0.25288848,98.06712812,35787.73,130.39,59.47,203.39414809,-3.14995168,1629966621,FALSE
"COSMOS 2550",48865,47,-56.21381404,128.05128571,479.29,154.66,-40.01,321.57517284,-58.619738,1629966623,FALSE
"CHALLENGEONE",47956,46,-81.65094994,100.60340195,593.9,176.8,-47.75,356.30504798,-59.60682947,1629966625,FALSE
"CALSPHERE 1",900,46,-50.71165493,-66.58974629,1017.94,212.12,-66.73,15.77217799,-36.56801385,1629966627,FALSE
"HISPASAT 1D",27528,45,-1.60535924,-143.03920451,35805.97,73.43,-51.66,324.05293931,-3.84671733,1629966630,FALSE
"INTEGRAL",27540,44,53.59850001,120.48214037,147458.65,31.97,39.56,225.45971937,54.60969747,1629966631,FALSE
"ASIASAT 4",27718,44,0.15437858,38.17919154,35777.63,250.82,40.14,134.36249804,-2.61579925,1629966633,FALSE
"INMARSAT 4-F1",28628,43,-1.8973014,143.50158651,35784.84,99.85,14.72,253.6139385,-4.66976436,1629966635,FALSE
"CUBESAT XI-V",28895,43,35.31730151,-98.09790172,676.35,356.48,-62.22,2.33612526,10.20572816,1629966636,TRUE
"PAKSAT 1R",37779,44,-0.00934182,38.02839202,35780.28,250.7,39.91,134.22070315,-2.79726485,1629966639,FALSE
"NIGERIASAT X",37790,45,-55.39031949,-161.35284715,727.61,144.71,-58.96,337.38987627,-41.25359866,1629966642,TRUE
"INTELSAT 20",38740,46,0.02728084,68.49302753,35778.84,210.58,66.64,169.04022831,-2.84455173,1629966644,FALSE
"SOCRATES",39768,47,-25.47067382,-123.22916151,620.3,115,-78.67,349.6430082,-21.99253195,1629966645,TRUE
"TESS",43435,48,-0.51372131,-15.28666756,370262.99,270.64,-4.71,86.03107341,-0.80837345,1629966648,FALSE
"KEPLER-2 (TARS)",46319,49,12.50850399,-153.52889926,533.15,63.32,-58.98,333.28062052,-2.15213001,1629966649,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,46,32.57116558,35.58941845,424.89,299.76,-15.83,72.20449463,21.97406705,1629968408,FALSE
"MARS ORBITER MISSION",39370,46,270,160.12141608,-6399.59,0,-89.89,8.08105371,-17.38515413,1629968410,FALSE
"RESOURCESAT 2",37387,46,-2.31614664,-158.53812102,825.66,81.46,-59.1,336.97483091,-10.72002745,1629968411,TRUE
"YOUTHSAT",37388,45,-51.17620992,177.66151698,840.41,138.82,-52.12,334.78502641,-42.72639055,1629968415,TRUE
"SWAYAM",41607,45,-66.15212972,-14.16201495,521.19,205.15,-51.88,32.44134931,-50.28343144,1629968418,FALSE
"CARTOSAT 2AT",29710,43,-23.79821565,30.58599755,620.18,230.26,-26.75,77.59724161,-42.76369586,1629968421,FALSE
"OCEANSAT 2",35931,44,12.3056244,45.31521735,723.74,265.68,-5.74,93.91573642,-5.70386176,1629968422,FALSE
"IRNSS-1A",39199,43,30.61730054,52.7195754,35802.35,304.23,58.59,157.44252535,32.43095716,1629968425,FALSE
"INS-1A",41949,43,31.41360535,14.44145329,486.08,296.62,-25.9,64.34068807,14.7334799,1629968426,FALSE
"KALAMSAT-V2/PSLV",43948,43,66.20239604,-134.83791264,453.46,12.87,-44.59,357.90889811,26.77484676,1629968428,FALSE
"CHINASAT 2E",49062,44,-0.23653959,98.06651012,35788,130.36,59.49,210.94658358,-3.13843607,1629968429,FALSE
"COSMOS 2550",48865,44,-0.29681441,-98.48252154,468.06,349.8,-80.97,9.76397242,-8.62871245,1629968431,TRUE
"CHALLENGEONE",47956,45,26.64291102,25.32528047,541.7,290.47,-19.89,72.53751138,12.15206018,1629968432,FALSE
"CALSPHERE 1",900,44,52.48916182,-74.55212842,1009.05,343.23,-50.08,19.60416234,20.7892311,1629968434,FALSE
"HISPASAT 1D",27528,44,-1.77487203,-143.04509978,35806.43,73.66,-51.71,331.59850767,-4.00699402,1629968437,FALSE
"INTEGRAL",27540,44,53.34664287,113.31990472,147608.07,28.85,43.28,225.45404498,54.50511391,1629968439,FALSE
"ASIASAT 4",27718,45,0.17874565,38.18219484,35777.32,250.85,40.16,141.91496436,-2.57815436,1629968440,FALSE
"INMARSAT 4-F1",28628,44,-2.25244155,143.49828094,35786.61,100.21,14.6,261.16072743,-5.05784078,1629968442,FALSE
"CUBESAT XI-V",28895,44,33.90522662,85.54313277,695.11,19.72,9.57,298.37777515,69.26177893,1629968443,FALSE
"PAKSAT 1R",37779,44,-0.00749668,38.0301711,35781.65,250.71,39.92,141.7679,-2.78455599,1629968445,FALSE
"NIGERIASAT X",37790,45,53.00322335,168.91977698,699.07,38.34,-34.5,333.35253313,26.44844158,1629968447,FALSE
"INTELSAT 20",38740,46,0.0315747,68.49557898,35778.83,210.58,66.64,176.58380857,-2.83766228,1629968449,FALSE
"SOCRATES",39768,47,81.32942097,161.1669728,626.82,9.1,-32.21,358.21166949,39.49456115,1629968450,FALSE
"TESS",43435,48,-0.45674558,-22.66779524,370539.29,272.93,-11.72,86.2217633,-0.7493404,1629968456,FALSE
"KEPLER-2 (TARS)",46319,49,52.91177713,30.55104121,537.33,324.93,-20.92,51.44349311,38.50933607,1629968457,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,-48.68606085,121.69633641,436.78,152.11,-35.83,327.69879116,-59.31089273,1629970205,FALSE
"MARS ORBITER MISSION",39370,50,270,152.61759392,-6399.59,360,-89.89,15.58966915,-17.38184642,1629970206,FALSE
"RESOURCESAT 2",37387,50,73.60516657,44.53020547,831.97,349.4,-23.57,29.95803816,47.6647238,1629970207,FALSE
"YOUTHSAT",37388,50,53.93082638,148.12932985,811.04,37.97,-26.63,334.82673865,32.44406236,1629970209,FALSE
"SWAYAM",41607,50,0.62485838,174.94745329,490.2,87.36,-46.08,330.75679525,-10.78686361,1629970211,TRUE
"CARTOSAT 2AT",29710,50,-43.25866216,-145.96743905,439.88,134.03,-66.53,355.76228748,-32.70529916,1629970213,TRUE
"OCEANSAT 2",35931,50,-79.96027523,-88.95764498,752.36,182.46,-56.76,17.82640946,-50.711247,1629970214,FALSE
"IRNSS-1A",39199,50,31.50248759,53.90816319,35791.93,306.98,59.21,166.27412138,33.50947501,1629970216,FALSE
"INS-1A",41949,49,-79.61194534,-41.53705243,512.33,189.8,-54.8,24.89519467,-51.93830283,1629970219,FALSE
"KALAMSAT-V2/PSLV",43948,49,-2.8892136,57.68552584,441.46,227.5,-6.98,112.33499729,-42.42253068,1629970220,FALSE
"CHINASAT 2E",49062,49,-0.21627449,98.06578908,35788.23,130.33,59.5,218.43631298,-3.12412066,1629970222,FALSE
"COSMOS 2550",48865,50,57.36250033,33.2091274,478.31,330.86,-21.87,52.62065171,41.3877827,1629970223,FALSE
"CHALLENGEONE",47956,50,39.93921723,-152.01458718,548.06,38.03,-51.21,352.26380515,13.69847854,1629970225,TRUE
"CALSPHERE 1",900,50,25.00159172,98.2462686,972.32,64.23,12.01,281.15425268,28.02068449,1629970227,FALSE
"HISPASAT 1D",27528,50,-1.91265262,-143.04980779,35806.53,73.85,-51.76,339.08261604,-4.13695746,1629970229,TRUE
"INTEGRAL",27540,51,53.09628933,106.21981522,147707.31,24.82,46.62,225.4076981,54.37580909,1629970230,FALSE
"ASIASAT 4",27718,50,0.19985172,38.18527373,35777.17,250.88,40.17,149.40482853,-2.54584876,1629970232,FALSE
"INMARSAT 4-F1",28628,51,-2.5659498,143.49779893,35788.36,100.53,14.49,268.64391351,-5.40227466,1629970233,FALSE
"CUBESAT XI-V",28895,51,-72.85713288,45.44375154,709.35,189.32,-43.62,30.60946916,-62.73141645,1629970234,FALSE
"PAKSAT 1R",37779,50,-0.00554377,38.03144003,35783.08,250.71,39.92,149.26016712,-2.77342427,1629970238,FALSE
"NIGERIASAT X",37790,51,17.07930871,-5.49545321,696.12,284.75,-36.15,67.06531892,1.15295228,1629970239,FALSE
"INTELSAT 20",38740,51,0.03529993,68.49809029,35778.95,210.57,66.65,184.06885786,-2.83349665,1629970240,FALSE
"SOCRATES",39768,52,-16.98926136,35.62277436,626.54,233.3,-21.99,91.38396008,-39.7872076,1629970242,FALSE
"TESS",43435,52,-0.40046964,-29.96751424,370807.32,275.29,-18.62,86.42466285,-0.69127829,1629970244,FALSE
"KEPLER-2 (TARS)",46319,51,-58.56635095,0.80107416,556.31,211.21,-47.27,49.58873575,-50.7008935,1629970246,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,7.06631368,-123.87056467,420.03,43.86,-72.97,11.32328254,-4.96279979,1629972005,TRUE
"MARS ORBITER MISSION",39370,51,270,145.09705971,-6399.59,0,-89.89,23.11483135,-17.37653882,1629972006,FALSE
"RESOURCESAT 2",37387,52,-30.56091675,1.0092262,828.74,237.45,-40.66,75.18895381,-35.73238247,1629972007,FALSE
"YOUTHSAT",37388,53,18.11722213,-25.04033283,808.29,291.45,-45.4,63.94048791,1.84555749,1629972008,FALSE
"SWAYAM",41607,53,63.82887422,2.47431499,489.15,332.47,-31.07,51.81820017,34.76477988,1629972010,FALSE
"CARTOSAT 2AT",29710,52,72.05419217,173.97880224,468.66,18.57,-35.01,4.5736074,34.57086844,1629972012,FALSE
"OCEANSAT 2",35931,53,24.18682722,-155.19517642,726.21,53.1,-54.56,355.3832417,4.94824176,1629972013,TRUE
"IRNSS-1A",39199,54,31.79475764,55.21573342,35781.23,308.76,60.19,175.31721505,33.90759809,1629972014,FALSE
"INS-1A",41949,55,16.3955318,172.87404526,494.41,73.05,-42.43,338.21885739,0.06352776,1629972015,TRUE
"KALAMSAT-V2/PSLV",43948,55,-60.764038,-113.38755613,464.11,171.64,-67.23,18.99450929,-39.9968453,1629972017,TRUE
"CHINASAT 2E",49062,56,-0.1922787,98.0649667,35788.44,130.29,59.52,225.93854973,-3.10713672,1629972018,FALSE
"COSMOS 2550",48865,56,-44.28065734,90.64990129,475.19,170.15,-27.95,344.12172993,-76.22037956,1629972020,FALSE
"CHALLENGEONE",47956,57,-70.75813991,171.96926235,592.8,159.67,-51.99,2.87007268,-51.93474406,1629972021,TRUE
"CALSPHERE 1",900,57,-78.24379427,89.88482349,1008.83,177.66,-44.21,19.51628295,-63.23885487,1629972022,FALSE
"HISPASAT 1D",27528,57,-2.01802535,-143.05343993,35806.28,73.99,-51.79,346.58032627,-4.23597881,1629972024,FALSE
"INTEGRAL",27540,57,52.8442355,99.09505599,147758.13,19.77,49.5,225.32821422,54.21805444,1629972026,FALSE
"ASIASAT 4",27718,57,0.21757647,38.18840427,35777.16,250.9,40.18,156.90727389,-2.51906341,1629972027,FALSE
"INMARSAT 4-F1",28628,57,-2.83646451,143.5001146,35790.07,100.81,14.39,276.15114337,-5.70158328,1629972029,FALSE
"CUBESAT XI-V",28895,58,4.24834062,-115.44058189,671.51,33.59,-76.51,15.74886939,-6.16806425,1629972030,TRUE
"PAKSAT 1R",37779,58,-0.00350265,38.03219023,35784.56,250.71,39.92,156.75181466,-2.76396203,1629972031,FALSE
"NIGERIASAT X",37790,57,-81.95039458,-116.62418686,735.54,177.67,-55.71,21.21609835,-51.74040734,1629972033,FALSE
"INTELSAT 20",38740,58,0.03843283,68.50054036,35779.2,210.57,66.65,191.56638477,-2.83206232,1629972034,FALSE
"SOCRATES",39768,58,-51.77851948,-139.39435608,632.64,147.56,-66.22,7.60468917,-36.87975755,1629972036,TRUE
"TESS",43435,59,-0.34410454,-37.28788191,371070.9,277.85,-25.49,86.64181133,-0.63337916,1629972037,FALSE
"KEPLER-2 (TARS)",46319,59,-8.23214468,-173.2393778,536.42,92.52,-53.28,344.96062294,-15.48789733,1629972038,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,39.90828275,1.7470805,426.29,306.76,-31.78,76.66736817,19.14725831,1629973806,FALSE
"MARS ORBITER MISSION",39370,49,270,137.57234728,-6399.59,0,-89.89,30.64391841,-17.36932321,1629973807,FALSE
"RESOURCESAT 2",37387,49,-42.33299882,-173.46422727,837.76,128.98,-55.2,357.39913064,-36.15443064,1629973808,TRUE
"YOUTHSAT",37388,50,-81.5213964,-114.16237425,850.42,177.93,-55.69,28.88450376,-51.74781097,1629973809,FALSE
"SWAYAM",41607,50,-49.52779705,-28.51553455,513.74,223.11,-55.67,60.84534423,-39.78320616,1629973811,FALSE
"CARTOSAT 2AT",29710,50,-6.07502543,10.76593365,621.3,257.07,-31.67,92.52949808,-19.73434436,1629973812,FALSE
"OCEANSAT 2",35931,51,46.19055522,29.73145074,728.23,316.58,-18,83.03547537,34.58614269,1629973814,FALSE
"IRNSS-1A",39199,50,31.47700651,56.52760998,35770.45,309.41,61.49,184.41734379,33.59711201,1629973815,FALSE
"INS-1A",41949,51,48.61474513,-4.16552088,491.01,316.38,-33.25,69.91019485,24.46583915,1629973816,FALSE
"KALAMSAT-V2/PSLV",43948,51,52.9225483,-148.60199164,451.08,26.61,-47.8,11.89833593,20.44875131,1629973817,TRUE
"CHINASAT 2E",49062,52,-0.16491407,98.06405211,35788.61,130.25,59.54,233.46167219,-3.08773999,1629973819,FALSE
"COSMOS 2550",48865,51,-14.71527093,-127.38699936,469.38,87.18,-77.05,17.19706081,-16.43782768,1629973821,TRUE
"CHALLENGEONE",47956,52,4.59473454,6.05224068,546.43,269.27,-32.68,89.39406735,-9.93261635,1629973822,FALSE
"CALSPHERE 1",900,52,0.77353629,-96.85584568,1009.85,345.38,-79.9,33.26047324,-7.71735246,1629973823,FALSE
"HISPASAT 1D",27528,52,-2.08907618,-143.05611886,35805.69,74.08,-51.81,354.09982943,-4.30226044,1629973824,FALSE
"INTEGRAL",27540,52,52.59051211,91.94983365,147760.19,13.68,51.77,225.22370729,54.02984217,1629973826,FALSE
"ASIASAT 4",27718,53,0.23161132,38.1915345,35777.3,250.92,40.19,164.430608,-2.49826752,1629973827,FALSE
"INMARSAT 4-F1",28628,53,-3.05884641,143.50502942,35791.72,101.03,14.31,283.67794978,-5.95013429,1629973829,FALSE
"CUBESAT XI-V",28895,53,64.61224816,74.94226896,697.29,357.93,-16.91,34.07195743,55.51711334,1629973830,FALSE
"PAKSAT 1R",37779,53,-0.00139884,38.03240726,35786.08,250.71,39.92,164.27207965,-2.75630317,1629973831,FALSE
"NIGERIASAT X",37790,54,20.48053335,154.11976244,697.68,73.76,-31.33,335.40405661,4.00553003,1629973832,TRUE
"INTELSAT 20",38740,53,0.04092011,68.50288857,35779.57,210.57,66.66,199.08888774,-2.83340225,1629973834,FALSE
"SOCRATES",39768,53,58.34207127,-169.82107794,621.17,29.35,-40.23,6.05420828,26.08755035,1629973835,FALSE
"TESS",43435,54,-0.28758688,-44.63706045,371330.28,280.71,-32.34,86.87275544,-0.57558196,1629973837,FALSE
"KEPLER-2 (TARS)",46319,55,73.1413254,23.71821707,540.85,344.59,-28.06,49.03573502,42.1216675,1629973838,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,-43.79179123,84.24859327,435.13,175.22,-27.52,15.87814709,-79.09462855,1629975607,FALSE
"MARS ORBITER MISSION",39370,48,270,130.0434568,-6399.59,0,-89.89,38.17685429,-17.36032079,1629975609,FALSE
"RESOURCESAT 2",37387,49,62.73780062,154.06392742,831.9,28.68,-28.87,6.75797288,35.93271646,1629975610,FALSE
"YOUTHSAT",37388,49,14.841704,134.98160221,811.25,83.95,-20.41,329.39413779,-0.73628516,1629975611,FALSE
"SWAYAM",41607,50,-16.08353547,154.61559493,496.52,109.47,-38.6,343.25326406,-25.93636815,1629975612,TRUE
"CARTOSAT 2AT",29710,50,-60.88795921,-161.60166511,476.86,150.8,-58.65,17.76257889,-43.64359164,1629975613,TRUE
"OCEANSAT 2",35931,49,-61.19715365,-1.76352766,747.1,209.07,-47.73,70.0098398,-51.47365347,1629975615,FALSE
"IRNSS-1A",39199,49,30.55818332,57.72914726,35759.8,308.72,63.05,193.42192524,32.58019764,1629975617,FALSE
"INS-1A",41949,49,-64.84399415,-35.73576951,507.54,205.73,-56.68,58.49853172,-46.24757969,1629975618,FALSE
"KALAMSAT-V2/PSLV",43948,49,10.38986976,37.26593414,440.51,265.75,-15.1,114.92588428,-8.25903416,1629975619,FALSE
"CHINASAT 2E",49062,50,-0.13471397,98.0630609,35788.75,130.2,59.57,240.98481838,-3.06630821,1629975620,FALSE
"COSMOS 2550",48865,48,65.56771672,-15.98344027,480.78,334.76,-35.41,62.29802535,31.97171731,1629975623,FALSE
"CHALLENGEONE",47956,49,61.02545108,-167.07379848,547.71,26.32,-40.53,15.98531244,27.05302737,1629975624,FALSE
"CALSPHERE 1",900,49,76.42800917,76.29532233,996.69,359.4,-22.27,38.99024851,50.21550639,1629975625,FALSE
"HISPASAT 1D",27528,50,-2.12426605,-143.05802018,35804.75,74.13,-51.83,1.63255214,-4.33436548,1629975627,FALSE
"INTEGRAL",27540,50,52.335219,84.79243452,147713.22,6.68,53.27,225.10310307,53.80980584,1629975628,FALSE
"ASIASAT 4",27718,50,0.24166862,38.19460248,35777.6,250.93,40.2,171.96223806,-2.48389049,1629975629,FALSE
"INMARSAT 4-F1",28628,48,-3.22884102,143.51212684,35793.28,101.2,14.24,291.21963151,-6.14322698,1629975632,FALSE
"CUBESAT XI-V",28895,49,-43.57518444,42.43734708,704.87,207.26,-30.33,95.96016976,-61.98736075,1629975633,FALSE
"PAKSAT 1R",37779,49,0.00072835,38.032081,35787.6,250.72,39.92,171.80424807,-2.75061031,1629975634,FALSE
"NIGERIASAT X",37790,50,49.02306029,-21.23335531,697.35,319.28,-38.25,71.8810782,22.53332275,1629975635,FALSE
"INTELSAT 20",38740,50,0.04270876,68.50508637,35780.06,210.57,66.66,206.61961274,-2.83750903,1629975636,FALSE
"SOCRATES",39768,49,9.28369551,16.83361453,621.77,270.97,-25.57,103.49996195,-6.47050668,1629975638,FALSE
"TESS",43435,49,-0.23101026,-52.00279778,371584.98,284.03,-39.12,87.11619333,-0.51797899,1629975641,FALSE
"KEPLER-2 (TARS)",46319,50,-38.695025,-15.34678211,547.7,233.53,-50.01,78.34539904,-36.38707518,1629975642,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,51,-1.88490841,-153.82237497,420.68,79.04,-62.25,17.95337915,-10.50350036,1629977405,TRUE
"MARS ORBITER MISSION",39370,52,270,122.53545675,-6399.59,360,-89.89,45.68848877,-17.34972184,1629977406,FALSE
"RESOURCESAT 2",37387,52,9.47602696,-14.92716931,819.35,280.1,-41.76,93.10571675,-4.19672133,1629977407,FALSE
"YOUTHSAT",37388,51,57.19849788,-37.17239149,809.96,330.67,-40.76,69.9394976,25.79361313,1629977409,FALSE
"SWAYAM",41607,51,78.93087892,5.40421853,490.62,348.66,-31.88,58.04288996,39.52688313,1629977410,FALSE
"CARTOSAT 2AT",29710,52,54.84917952,165.3498472,434.53,36.82,-34.59,11.88921967,27.18965314,1629977411,TRUE
"OCEANSAT 2",35931,52,-9.44266382,-172.5739069,728.77,93.57,-53.24,7.2981076,-16.10917023,1629977412,TRUE
"IRNSS-1A",39199,52,29.07546882,58.71906542,35749.51,306.42,64.76,202.17028614,30.8935496,1629977413,FALSE
"INS-1A",41949,53,-0.35821073,152.57231922,495.03,95.11,-34.68,348.16129399,-14.04383665,1629977414,TRUE
"KALAMSAT-V2/PSLV",43948,53,-72.95125418,-121.69769796,466.95,172.99,-60.67,40.84967192,-46.53264404,1629977415,FALSE
"CHINASAT 2E",49062,53,-0.10229161,98.06201193,35788.85,130.15,59.6,248.48712648,-3.04327643,1629977416,FALSE
"COSMOS 2550",48865,52,-31.14503902,58.45291582,470.81,201.9,-21.93,120.04696682,-68.78455943,1629977418,FALSE
"CHALLENGEONE",47956,53,-50.27251045,162.54214908,584.53,139.62,-47.73,7.46662712,-45.31873846,1629977419,TRUE
"CALSPHERE 1",900,51,-27.13681157,68.02218941,978.21,193.12,-13.17,152.64233048,-76.52753772,1629977423,FALSE
"HISPASAT 1D",27528,51,-2.12289916,-143.05936,35803.49,74.13,-51.82,9.14063637,-4.33166541,1629977424,FALSE
"INTEGRAL",27540,51,52.07923453,77.65093594,147617.5,359.11,53.9,224.97596088,53.55810998,1629977425,FALSE
"ASIASAT 4",27718,52,0.24754615,38.19754045,35778.03,250.93,40.21,179.47285313,-2.47621962,1629977426,FALSE
"INMARSAT 4-F1",28628,52,-3.34271059,143.52075022,35794.71,101.31,14.19,298.72945035,-6.27663376,1629977427,FALSE
"CUBESAT XI-V",28895,52,-26.61174222,-133.28193504,679.59,112.63,-73.86,29.61480319,-23.02610262,1629977428,TRUE
"PAKSAT 1R",37779,53,0.00283068,38.03121985,35789.09,250.72,39.92,179.30238315,-2.74700555,1629977429,FALSE
"NIGERIASAT X",37790,53,-58.7668777,-51.1274746,728.1,209.34,-60.9,64.51474221,-41.75166147,1629977430,FALSE
"INTELSAT 20",38740,53,0.04376184,68.50708364,35780.65,210.56,66.66,214.12091323,-2.84428052,1629977431,FALSE
"SOCRATES",39768,53,-76.30913311,-137.58075889,642.26,170.83,-57.59,38.39468256,-49.31774469,1629977432,FALSE
"TESS",43435,53,-0.17487483,-59.31975915,371832.78,288,-45.73,87.36868531,-0.46106528,1629977433,FALSE
"KEPLER-2 (TARS)",46319,54,-28.46748976,167.25626965,543.6,117.42,-46.52,0.19165741,-31.42888433,1629977434,TRUE
